Time,Symbol,Side,Quantity,Price,Value,P&L,Z-Score
2025-05-18 18:47:35,NVDA,SELL,872,621.08,541581.76,0.00,-0.8288
2025-05-18 18:47:35,AMD,BUY,5181,85.83,444685.23,,-0.8288
2025-05-18 18:47:35,NVDA,SELL,560,621.08,347804.80,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,85.89,14601.30,17.41,-0.8288
2025-05-18 18:47:35,NVDA,BUY,716,621.08,444693.28,,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,85.90,14603.00,19.11,-0.8288
2025-05-18 18:47:35,NVDA,BUY,803,621.08,498727.24,,-0.8288
2025-05-18 18:47:35,AMD,BUY,5808,85.93,499081.44,,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,85.95,14611.50,23.70,-0.8288
2025-05-18 18:47:35,NVDA,BUY,803,621.08,498727.24,,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,85.96,14613.20,25.40,-0.8288
2025-05-18 18:47:35,NVDA,BUY,803,621.08,498727.24,,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,85.97,14614.90,27.10,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.00,14620.00,32.20,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.00,14620.00,32.20,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,85.98,14616.60,28.80,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,85.99,14618.30,30.50,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.03,14625.10,37.30,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.05,14628.50,40.70,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.08,14633.60,45.80,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.05,14628.50,40.70,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.05,14627.65,39.85,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.05,14628.50,40.70,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.09,14635.30,47.50,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.09,14635.30,47.50,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.08,14633.60,45.80,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.10,14637.00,49.20,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.08,14633.60,45.80,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.08,14633.60,45.80,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.07,14631.90,44.10,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.08,14633.60,45.80,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.09,14635.30,47.50,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.12,14640.40,52.60,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.13,14642.10,54.30,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.15,14645.50,57.70,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.14,14643.80,56.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.14,14643.80,56.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.15,14645.50,57.70,-0.8288
2025-05-18 18:47:35,NVDA,BUY,801,621.08,497485.08,,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.15,14645.50,57.70,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.13,14642.10,54.30,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.12,14640.40,52.60,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.12,14640.40,52.60,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.12,14640.40,52.60,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.12,14640.40,52.60,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.13,14642.10,54.30,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.15,14645.50,57.70,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.17,14648.90,61.10,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.19,14652.30,64.50,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.19,14652.30,64.50,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.20,14654.00,66.20,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.21,14655.70,67.90,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.22,14657.40,69.60,-0.8288
