Time,Symbol,Side,Quantity,Price,Value,P&L,Z-Score
1319,NSPR,BUY,43,1.92,82.56,,-2.1106
1344,NSPR,SELL,43,2.19,94.17,11.61,4.3421
1839,SKLZ,BUY,3,21.12,63.36,,-3.1771
1973,NSPR,BUY,27,3.02,81.54,,-2.7139
2004,NSPR,BUY,29,2.80,81.20,,-2.5606
2005,NSPR,BUY,28,2.80,78.40,,-2.2041
2016,SKLZ,BUY,3,21.08,63.24,,-3.1690
2017,NSPR,BUY,29,2.66,77.14,,-2.0885
2036,NSPR,BUY,30,2.57,77.10,,-2.8782
2037,NSPR,BUY,30,2.57,77.10,,-2.3142
2042,SKLZ,BUY,3,21.06,63.18,,-2.8648
2043,SKLZ,BUY,3,21.06,63.18,,-2.3060
2072,NSPR,BUY,29,2.59,75.11,,-2.2279
2073,NSPR,BUY,29,2.58,74.82,,-2.0099
2074,NSPR,BUY,28,2.58,72.24,,-2.0185
2083,NSPR,SELL,259,2.85,738.15,43.50,2.0112
2168,SKLZ,BUY,3,21.05,63.15,,-2.0469
2185,NSPR,BUY,26,3.00,78.00,,-2.2736
2199,NSPR,BUY,27,2.88,77.76,,-2.6482
2200,FCX,BUY,2,39.40,78.80,,-2.0375
2204,NSPR,BUY,27,2.82,76.14,,-2.5241
2239,NSPR,BUY,29,2.66,77.14,,-2.0188
2273,NSPR,SELL,109,3.00,327.00,17.96,2.2666
2467,SKLZ,BUY,3,20.95,62.85,,-2.0409
2469,SKLZ,BUY,3,20.92,62.76,,-2.1651
2495,NAKD,BUY,109,0.72,78.50,,-2.3704
2555,NSPR,BUY,25,3.07,76.75,,-2.2527
2557,SKLZ,BUY,3,20.87,62.61,,-2.6355
2558,SKLZ,BUY,3,20.87,62.61,,-2.1906
2585,SKLZ,BUY,3,20.80,62.40,,-2.5624
2602,SKLZ,BUY,3,20.80,62.40,,-2.1295
2632,NSPR,SELL,25,3.24,81.00,4.25,4.3589
2706,NSPR,BUY,23,3.20,73.60,,-3.0163
2713,NSPR,BUY,23,3.19,73.37,,-2.5586
2714,NSPR,BUY,23,3.20,73.60,,-2.0056
2763,SKLZ,BUY,3,20.64,61.92,,-2.3769
2764,SKLZ,BUY,3,20.61,61.83,,-2.1907
2783,NSPR,BUY,23,3.04,69.92,,-3.4509
2788,NSPR,BUY,23,3.03,69.69,,-2.7292
2789,NSPR,BUY,23,3.03,69.69,,-2.2260
2878,NSPR,SELL,138,3.47,478.86,48.99,2.2383
2884,GSAT,BUY,50,1.48,74.00,,-2.5236
2885,GSAT,BUY,50,1.48,74.00,,-2.1106
2907,NSPR,BUY,22,3.23,71.06,,-2.8563
2908,NSPR,BUY,22,3.22,70.84,,-2.4117
2916,GSAT,BUY,48,1.47,70.56,,-2.9150
2917,GSAT,BUY,48,1.46,70.08,,-3.0193
2918,GSAT,BUY,48,1.46,70.08,,-2.3919
2919,GSAT,BUY,47,1.46,68.62,,-2.0080
2920,GSAT,BUY,47,1.45,68.15,,-2.2718
3006,NSPR,BUY,22,3.11,68.42,,-2.7619
3007,NSPR,BUY,21,3.11,65.31,,-2.2696
3056,SKLZ,BUY,3,20.35,61.05,,-2.5377
3057,SKLZ,BUY,3,20.34,61.02,,-2.3754
3058,SKLZ,BUY,3,20.31,60.93,,-2.5137
3059,SKLZ,BUY,3,20.25,60.75,,-2.6788
3060,SKLZ,BUY,3,20.23,60.69,,-2.3924
3068,NSPR,SELL,87,3.36,292.32,16.69,2.2771
3108,CCIV,BUY,2,24.32,48.64,,-2.9047
3109,CCIV,BUY,2,24.32,48.64,,-2.4028
3112,CCIV,BUY,2,24.30,48.60,,-2.4071
3113,CCIV,BUY,2,24.30,48.60,,-2.0178
3119,FCX,BUY,1,39.35,39.35,,-2.6303
3146,SKLZ,SELL,54,20.62,1113.48,-6.45,2.3017
3197,NSPR,BUY,23,3.20,73.60,,-2.0805
3199,NSPR,BUY,23,3.20,73.60,,-2.0805
3309,RIBT,BUY,59,1.26,74.34,,-2.5476
3346,SKLZ,BUY,3,20.55,61.65,,-2.9695
3353,RIBT,BUY,58,1.25,72.50,,-2.7777
3398,SKLZ,BUY,3,20.57,61.71,,-2.3270
3452,NSPR,BUY,22,3.12,68.64,,-2.0178
3478,RIBT,BUY,59,1.20,70.80,,-3.7268
3491,RIBT,BUY,58,1.20,69.60,,-2.7450
3495,NSPR,BUY,22,3.11,68.42,,-2.5249
3496,NSPR,BUY,22,3.11,68.42,,-2.1333
3514,NSPR,BUY,21,3.10,65.10,,-2.7340
3515,NSPR,BUY,21,3.10,65.10,,-2.4736
3516,NSPR,SELL,154,3.15,485.10,2.22,4.1340
3522,NSPR,BUY,23,3.08,70.84,,-2.4597
3523,NSPR,BUY,23,3.08,70.84,,-2.0569
3527,RIBT,BUY,59,1.19,70.21,,-2.4528
3528,RIBT,BUY,58,1.19,69.02,,-2.0480
3532,NSPR,BUY,22,3.07,67.54,,-2.2692
3533,NSPR,BUY,22,3.03,66.66,,-3.1576
3534,NSPR,BUY,22,3.01,66.22,,-2.8789
3535,NSPR,BUY,22,3.00,66.00,,-2.4962
3536,NSPR,BUY,22,3.00,66.00,,-2.0769
3619,FNGU,BUY,1,33.40,33.40,,-2.0647
3637,NSPR,BUY,22,2.86,62.92,,-2.2770
3640,NSPR,BUY,22,2.85,62.70,,-2.1293
3641,NSPR,BUY,22,2.84,62.48,,-2.1110
3646,CTRM,BUY,118,0.54,63.17,,-2.3442
3647,NSPR,BUY,22,2.78,61.16,,-2.7591
3648,NSPR,BUY,22,2.78,61.16,,-2.2439
3652,CCIV,BUY,2,24.32,48.64,,-2.4398
3659,NAKD,BUY,85,0.71,60.47,,-2.5892
3680,NAKD,BUY,84,0.71,59.76,,-2.1405
3721,NSPR,BUY,22,2.72,59.84,,-2.2825
3722,NSPR,BUY,21,2.70,56.70,,-2.4485
3723,NSPR,BUY,21,2.70,56.70,,-2.0594
3724,NSPR,BUY,21,2.70,56.70,,-2.0131
3728,NSPR,BUY,21,2.67,56.07,,-2.4556
3732,GSAT,SELL,338,1.49,503.62,8.13,2.3534
3739,NSPR,SELL,372,2.85,1060.20,-10.33,2.3527
3749,CTRM,BUY,135,0.54,72.27,,-2.1083
3813,FNGU,BUY,2,33.40,66.80,,-2.0458
3817,CCIV,SELL,10,24.38,243.80,0.68,2.3714
3820,NSPR,BUY,25,2.90,72.50,,-3.2426
3827,CCIV,BUY,3,24.31,72.93,,-2.1589
3828,CCIV,BUY,2,24.30,48.60,,-2.2131
3834,NSPR,BUY,24,2.89,69.36,,-2.6765
3836,NSPR,BUY,24,2.89,69.36,,-2.1918
3845,NSPR,BUY,24,2.88,69.12,,-2.0248
3849,FNGU,BUY,2,33.40,66.80,,-2.1609
3955,CCIV,BUY,2,24.27,48.54,,-2.4810
3971,CCIV,BUY,2,24.27,48.54,,-2.0664
3981,CCIV,BUY,2,24.26,48.52,,-2.0010
4008,GSAT,BUY,45,1.47,66.15,,-4.3589
4009,GSAT,BUY,45,1.47,66.15,,-3.0000
4010,GSAT,BUY,45,1.46,65.70,,-3.5301
4051,NSPR,BUY,23,2.85,65.55,,-2.1900
4066,GSAT,BUY,44,1.46,64.24,,-2.6550
4067,GSAT,BUY,44,1.46,64.24,,-2.1773
4092,RLX,BUY,5,12.05,60.25,,-4.3589
4093,NSPR,BUY,22,2.81,61.82,,-2.1144
4094,NSPR,BUY,22,2.78,61.16,,-2.2864
4173,NSPR,SELL,164,2.99,490.36,21.49,2.4506
4189,RLX,BUY,5,12.01,60.05,,-3.9929
4190,RLX,BUY,5,12.00,60.00,,-3.0870
4191,RLX,BUY,5,12.00,60.00,,-2.4287
4309,CCIV,BUY,2,24.20,48.40,,-3.4776
4339,CCIV,BUY,2,24.19,48.38,,-3.0741
4341,NSPR,BUY,19,3.25,61.75,,-3.1617
4343,NSPR,BUY,19,3.25,61.75,,-2.5218
4366,NSPR,SELL,38,3.38,128.44,4.94,2.5167
4401,NSPR,BUY,19,3.22,61.18,,-2.8425
4431,NSPR,BUY,19,3.30,62.70,,-4.1160
4436,NSPR,SELL,38,3.49,132.62,8.74,2.9444
4448,CCIV,BUY,2,24.19,48.38,,-2.4831
4490,CCIV,BUY,2,24.19,48.38,,-2.1206
4494,RLX,BUY,5,11.91,59.55,,-3.3955
4564,CCIV,BUY,2,24.16,48.32,,-2.1764
4688,NSPR,BUY,14,4.39,61.46,,-2.4437
4689,NSPR,BUY,14,4.31,60.34,,-2.8571
4690,NSPR,BUY,14,4.30,60.20,,-2.3905
4729,NSPR,BUY,13,4.40,57.20,,-2.2656
4730,NSPR,BUY,13,4.34,56.42,,-2.3823
4754,NSPR,SELL,68,4.95,336.60,40.98,2.0794
4792,NSPR,BUY,12,5.00,60.00,,-2.2017
4793,NSPR,BUY,12,4.99,59.88,,-2.0422
4801,NSPR,SELL,24,5.23,125.52,5.64,3.0804
4820,NSPR,BUY,12,4.81,57.72,,-2.4249
4821,NSPR,BUY,12,4.79,57.48,,-2.1992
4874,NSPR,SELL,24,4.79,114.96,-0.24,3.6258
4949,NSPR,BUY,12,5.05,60.60,,-2.2767
4954,NSPR,BUY,12,5.04,60.48,,-2.1099
4955,NSPR,BUY,12,4.95,59.40,,-2.5788
4957,NSPR,BUY,12,4.92,59.04,,-2.2621
4990,NSPR,BUY,12,4.75,57.00,,-2.4378
5003,RIBT,SELL,351,1.22,428.22,1.75,2.6476
5022,NSPR,BUY,13,4.70,61.10,,-2.9693
5031,NSPR,SELL,73,4.90,357.70,0.08,3.4522
5064,NSPR,BUY,13,4.81,62.53,,-2.6472
5068,NSPR,BUY,13,4.81,62.53,,-2.1796
5108,NSPR,SELL,26,5.20,135.20,10.14,3.3200
5147,NSPR,BUY,13,5.01,65.13,,-2.4446
5148,NSPR,BUY,13,5.01,65.13,,-2.0607
5173,OCGN,BUY,5,11.55,57.75,,-4.3589
5204,NSPR,SELL,26,5.38,139.88,9.62,2.2440
5208,OCGN,BUY,5,11.55,57.75,,-3.0000
5239,NSPR,BUY,12,5.18,62.16,,-3.2412
5242,NSPR,BUY,12,5.16,61.92,,-2.6988
5243,OCGN,BUY,5,11.50,57.50,,-3.1660
5244,NSPR,BUY,12,5.16,61.92,,-2.2067
5250,GSAT,BUY,44,1.43,62.92,,-2.7307
5251,GSAT,BUY,43,1.43,61.49,,-2.3173
5252,GSAT,BUY,43,1.42,61.06,,-2.4609
5253,GSAT,BUY,43,1.42,61.06,,-2.0540
5256,OCGN,BUY,5,11.50,57.50,,-2.4715
5257,OCGN,BUY,5,11.50,57.50,,-2.0605
5277,NSPR,BUY,11,5.10,56.10,,-2.2702
5280,MVIS,BUY,1,30.18,30.18,,-2.3732
5282,NSPR,BUY,12,4.90,58.80,,-3.4458
5287,NSPR,BUY,11,4.92,54.12,,-2.5379
5289,NSPR,BUY,11,4.92,54.12,,-2.1193
5323,NSPR,SELL,81,5.14,416.34,7.20,3.2337
5464,NSPR,BUY,11,5.43,59.73,,-3.2900
5465,NSPR,BUY,11,5.37,59.07,,-2.8539
5466,NSPR,BUY,11,5.38,59.18,,-2.2833
5502,OCGN,SELL,25,11.55,288.75,0.75,2.3805
5560,NSPR,SELL,33,5.48,180.84,2.86,2.7260
5571,MVIS,BUY,2,30.00,60.00,,-3.2023
5702,FCX,BUY,1,39.30,39.30,,-2.3134
5703,FCX,BUY,1,39.28,39.28,,-2.2271
5704,NSPR,BUY,11,5.36,58.96,,-3.1188
5705,NSPR,BUY,11,5.36,58.96,,-2.4547
5708,NSPR,BUY,11,5.36,58.96,,-2.0593
5716,NSPR,BUY,11,5.31,58.41,,-2.0597
5774,NSPR,BUY,11,5.22,57.42,,-2.4246
5775,NSPR,BUY,11,5.21,57.31,,-2.2209
5782,NSPR,SELL,66,5.41,357.06,7.04,2.1475
5844,MVIS,BUY,2,30.00,60.00,,-2.5407
5859,GSAT,BUY,44,1.41,62.04,,-2.2361
5881,NSPR,BUY,12,5.00,60.00,,-2.3550
5882,CCIV,SELL,21,24.23,508.83,-0.16,2.1377
5890,SKLZ,BUY,3,20.66,61.98,,-3.2327
5891,SKLZ,BUY,3,20.66,61.98,,-2.5194
5897,NSPR,SELL,12,5.16,61.92,1.92,3.1388
5913,SKLZ,BUY,3,20.63,61.89,,-2.8676
5914,SKLZ,BUY,3,20.63,61.89,,-2.3057
5915,SKLZ,BUY,3,20.61,61.83,,-2.3496
5916,SKLZ,BUY,3,20.60,61.80,,-2.1575
5957,GSAT,BUY,44,1.41,62.04,,-2.1676
6139,NSPR,BUY,12,5.07,60.84,,-2.2418
6168,NSPR,BUY,12,4.93,59.16,,-2.2519
6169,NSPR,BUY,12,4.92,59.04,,-2.1301
6202,NSPR,BUY,12,4.77,57.24,,-2.7041
6203,NSPR,BUY,12,4.76,57.12,,-2.3658
6260,OCGN,BUY,5,11.46,57.30,,-2.4000
6267,NSPR,BUY,12,4.75,57.00,,-2.0303
6272,NSPR,BUY,12,4.71,56.52,,-3.0719
6273,NSPR,BUY,12,4.71,56.52,,-2.4341
6274,NSPR,BUY,12,4.71,56.52,,-2.0464
6283,NSPR,BUY,12,4.67,56.04,,-2.0575
6290,NSPR,BUY,12,4.61,55.32,,-2.7901
6291,NSPR,BUY,12,4.60,55.20,,-2.4868
6369,SKLZ,SELL,24,20.58,493.92,-0.81,2.3711
6384,NSPR,SELL,144,4.79,689.76,3.24,3.5183
6557,NSPR,BUY,14,4.60,64.40,,-2.2413
6558,NSPR,BUY,14,4.60,64.40,,-2.0069
6560,NSPR,BUY,14,4.55,63.70,,-2.7073
6561,NSPR,BUY,14,4.55,63.70,,-2.2106
6595,NSPR,BUY,14,4.50,63.00,,-2.0235
6597,NSPR,BUY,14,4.40,61.60,,-3.0399
6598,NSPR,BUY,14,4.40,61.60,,-2.4828
6600,NSPR,BUY,14,4.40,61.60,,-2.1389
6631,SKLZ,BUY,3,20.56,61.68,,-3.0533
6632,SKLZ,BUY,2,20.55,41.10,,-3.1690
6655,NSPR,BUY,13,4.42,57.46,,-2.1466
6656,NSPR,BUY,13,4.42,57.46,,-2.1466
6657,NSPR,BUY,13,4.41,57.33,,-2.4036
6658,NSPR,BUY,13,4.40,57.20,,-2.2478
6674,NSPR,SELL,164,4.50,738.00,4.55,2.0209
6704,GSAT,SELL,484,1.44,696.96,-0.13,2.3534
6755,OCGN,BUY,6,11.40,68.40,,-3.4099
6767,MVIS,SELL,5,30.77,153.85,3.67,2.4952
6779,SKLZ,BUY,3,20.53,61.59,,-3.3889
6780,SKLZ,BUY,3,20.51,61.53,,-3.2045
6781,SKLZ,BUY,3,20.50,61.50,,-2.7562
6782,SKLZ,BUY,3,20.50,61.50,,-2.2416
6818,SKLZ,BUY,3,20.45,61.35,,-2.0429
6925,NSPR,BUY,15,4.57,68.55,,-2.4773
6932,NSPR,BUY,15,4.54,68.10,,-2.2786
6933,NSPR,BUY,15,4.53,67.95,,-2.0463
6957,NSPR,BUY,15,4.38,65.70,,-2.0060
6958,NSPR,BUY,15,4.36,65.40,,-2.1047
6998,NSPR,SELL,75,4.48,336.00,0.30,4.2762
7031,NSPR,BUY,16,4.17,66.72,,-2.1379
7071,NSPR,SELL,16,4.13,66.08,-0.64,2.2677
7109,OCGN,BUY,6,11.30,67.80,,-3.6275
7110,OCGN,BUY,6,11.30,67.80,,-2.7001
7111,OCGN,BUY,6,11.30,67.80,,-2.2048
7277,NSPR,BUY,15,4.35,65.25,,-2.4087
7278,NSPR,BUY,15,4.29,64.35,,-3.0163
7279,NSPR,BUY,15,4.29,64.35,,-2.4593
7314,FNGU,SELL,5,33.64,168.20,1.20,3.4308
7316,NSPR,SELL,45,4.40,198.00,4.05,4.3375
7321,SKLZ,SELL,20,20.42,408.40,-1.85,4.3589
7523,NSPR,BUY,17,4.32,73.44,,-2.0442
7695,NSPR,BUY,16,4.40,70.40,,-2.1429
7742,PLTR,BUY,3,24.15,72.45,,-2.7094
7787,NSPR,BUY,16,4.31,68.96,,-2.8000
7788,NSPR,BUY,16,4.31,68.96,,-2.2941
7789,NSPR,BUY,16,4.30,68.80,,-2.1598
7869,NSPR,SELL,81,4.50,364.50,13.94,2.5909
7945,PLTR,BUY,3,24.14,72.42,,-2.5823
7984,ZOM,BUY,59,1.22,71.98,,-2.5064
7985,ZOM,BUY,59,1.22,71.98,,-2.1766
7995,ZOM,BUY,59,1.21,71.39,,-2.4915
7996,ZOM,BUY,58,1.21,70.18,,-2.1106
8040,PLTR,BUY,2,24.14,48.28,,-2.1616
8110,NSPR,BUY,16,4.35,69.60,,-2.0619
8111,NSPR,BUY,15,4.34,65.10,,-2.0558
8119,NSPR,BUY,15,4.33,64.95,,-2.4102
8191,NSPR,SELL,46,4.44,204.24,4.59,2.0166
8228,TLGT,BUY,100,0.70,69.54,,-2.3518
8249,SENS,BUY,29,2.36,68.44,,-3.3627
8256,NSPR,BUY,15,4.49,67.35,,-2.2216
8289,SENS,BUY,28,2.36,66.08,,-2.5820
8301,NSPR,SELL,15,4.65,69.75,2.40,3.1549
8338,ZOM,SELL,235,1.25,293.75,8.22,2.4597
8456,SENS,BUY,30,2.32,69.60,,-3.7503
8472,SENS,BUY,30,2.31,69.30,,-3.0178
8473,SENS,BUY,30,2.30,69.00,,-2.6368
8476,SENS,BUY,30,2.28,68.40,,-2.5896
8491,SKLZ,BUY,3,20.57,61.71,,-2.1971
8510,SKLZ,BUY,3,20.56,61.68,,-2.1228
8511,SKLZ,BUY,3,20.55,61.65,,-2.0568
8519,MVIS,BUY,2,30.48,60.96,,-2.5507
8526,MVIS,BUY,2,30.50,61.00,,-2.1208
8534,MVIS,BUY,2,30.40,60.80,,-2.5113
8642,MVIS,BUY,2,30.13,60.26,,-3.2060
8702,NSPR,BUY,14,4.45,62.30,,-2.0030
8718,NSPR,BUY,14,4.38,61.32,,-2.8413
8720,NSPR,BUY,14,4.38,61.32,,-2.3358
8721,NSPR,BUY,14,4.38,61.32,,-2.0107
8722,NSPR,BUY,14,4.36,61.04,,-2.1903
8733,MVIS,BUY,2,30.20,60.40,,-2.2494
8802,NSPR,SELL,70,4.47,312.90,5.60,2.0459
8982,ZOM,BUY,50,1.25,62.50,,-2.3590
9026,ZOM,BUY,50,1.25,62.50,,-2.0095
9037,SENS,SELL,177,2.46,435.42,24.60,2.2923
9151,SENS,BUY,27,2.40,64.80,,-4.3003
9152,SENS,BUY,27,2.40,64.80,,-2.9850
9153,SENS,BUY,27,2.40,64.80,,-2.3760
9196,ZOM,BUY,51,1.24,63.24,,-2.3590
9197,ZOM,BUY,51,1.24,63.24,,-2.0080
9205,NSPR,BUY,14,4.37,61.18,,-2.4722
9206,NSPR,BUY,14,4.37,61.18,,-2.3170
9207,NSPR,BUY,14,4.37,61.18,,-2.1106
9208,NSPR,BUY,14,4.36,61.04,,-2.3170
9233,NSPR,BUY,13,4.35,56.55,,-2.3805
9242,NSPR,BUY,13,4.34,56.42,,-2.3472
9243,NSPR,BUY,13,4.33,56.29,,-2.2786
9385,NSPR,SELL,95,4.40,418.00,4.16,2.2750
9387,RLX,SELL,25,12.17,304.25,4.40,2.0791
9437,MVIS,BUY,2,30.00,60.00,,-2.5319
9455,MVIS,BUY,2,29.90,59.80,,-2.7232
9485,GSAT,BUY,44,1.47,64.68,,-2.0303
9490,ZOM,BUY,52,1.23,63.96,,-4.3589
9491,ZOM,BUY,51,1.23,62.73,,-3.0000
9534,ZOM,BUY,51,1.23,62.73,,-2.3805
9539,SENS,SELL,81,2.43,196.83,2.43,2.3312
9555,NSPR,BUY,14,4.30,60.20,,-2.3009
9556,SKLZ,SELL,9,20.67,186.03,0.99,2.2999
9645,RIBT,BUY,56,1.17,65.52,,-2.8832
9649,RIBT,BUY,56,1.16,64.96,,-3.1690
9650,RIBT,BUY,55,1.15,63.25,,-3.0533
9652,ZOM,BUY,52,1.22,63.44,,-2.7440
9653,ZOM,BUY,51,1.22,62.22,,-2.2361
9691,TLGT,BUY,91,0.68,62.01,,-2.8311
9733,TLGT,BUY,90,0.68,61.31,,-2.3781
9739,NSPR,BUY,14,4.35,60.90,,-2.2235
9796,CCIV,BUY,2,24.72,49.44,,-2.0175
9797,CCIV,BUY,2,24.70,49.40,,-3.0582
9798,CCIV,BUY,2,24.70,49.40,,-2.4129
9799,CCIV,BUY,2,24.70,49.40,,-2.0402
9815,NSPR,BUY,13,4.30,55.90,,-2.8452
9821,NSPR,BUY,13,4.30,55.90,,-2.2941
9851,PLTR,SELL,8,24.17,193.36,0.21,2.6540
9895,NSPR,BUY,13,4.25,55.25,,-4.2094
9903,NSPR,BUY,13,4.25,55.25,,-2.9448
9904,NSPR,BUY,13,4.20,54.60,,-3.4923
9905,NSPR,BUY,13,4.20,54.60,,-2.6365
9906,NSPR,BUY,13,4.20,54.60,,-2.1656
9907,NSPR,BUY,13,4.19,54.47,,-2.0353
9950,NSPR,SELL,132,4.21,555.72,-5.95,2.4111
9953,NSPR,BUY,14,4.18,58.52,,-2.8113
9959,NSPR,BUY,14,4.17,58.38,,-2.8868
9960,NSPR,BUY,14,4.16,58.24,,-2.9076
9961,NSPR,BUY,14,4.16,58.24,,-2.3464
9990,NSPR,BUY,14,4.11,57.54,,-2.0937
9996,NSPR,BUY,14,4.07,56.98,,-2.2981
9997,NSPR,BUY,14,4.04,56.56,,-2.4552
9998,NSPR,BUY,14,4.00,56.00,,-2.5853
10000,NSPR,BUY,14,3.99,55.86,,-2.2519
10006,SENS,BUY,24,2.35,56.40,,-2.5661
10024,ZOM,BUY,45,1.22,54.90,,-4.3589
10025,ZOM,BUY,45,1.22,54.90,,-3.0000
10026,ZOM,BUY,45,1.22,54.90,,-2.3805
10035,NSPR,BUY,13,3.90,50.70,,-4.2404
10036,NSPR,BUY,13,3.90,50.70,,-2.9620
10037,NSPR,BUY,13,3.90,50.70,,-2.3591
10071,NSPR,BUY,13,3.84,49.92,,-2.5983
10088,NSPR,SELL,178,3.94,701.32,-17.02,2.8214
10140,ZOM,BUY,49,1.21,59.29,,-2.6294
10141,ZOM,BUY,48,1.21,58.08,,-2.1676
10221,NSPR,BUY,13,4.31,56.03,,-2.2873
10222,NSPR,BUY,13,4.30,55.90,,-2.3474
10274,NSPR,BUY,13,4.25,55.25,,-2.0337
10276,NSPR,BUY,13,4.25,55.25,,-2.9355
10277,NSPR,BUY,13,4.18,54.34,,-3.7375
10297,NSPR,BUY,13,4.18,54.34,,-2.3941
10298,NSPR,BUY,13,4.06,52.78,,-3.2640
10299,NSPR,BUY,13,4.06,52.78,,-2.5234
10332,CCIV,BUY,2,24.65,49.30,,-2.4302
10337,CCIV,BUY,2,24.65,49.30,,-2.0492
10338,CCIV,BUY,2,24.63,49.26,,-2.2546
10370,NSPR,SELL,104,4.26,443.04,6.37,4.3589
10488,ZOM,SELL,691,1.23,849.93,1.30,2.6294
10531,NSPR,BUY,14,4.36,61.04,,-2.1822
10597,NSPR,SELL,14,4.44,62.16,1.12,2.5343
10603,CCIV,SELL,14,24.75,346.50,1.00,2.4809
10780,GSAT,BUY,47,1.46,68.62,,-2.4111
10810,NSPR,BUY,15,4.27,64.05,,-4.1740
10869,GSAT,BUY,46,1.46,67.16,,-2.1106
11047,SKLZ,BUY,3,20.70,62.10,,-2.4233
11056,SKLZ,BUY,3,20.68,62.04,,-3.1836
11057,SKLZ,BUY,3,20.68,62.04,,-2.4809
11058,SKLZ,BUY,3,20.68,62.04,,-2.0667
11071,SENS,BUY,27,2.35,63.45,,-2.1213
11075,SENS,BUY,27,2.33,62.91,,-2.8311
11076,SENS,BUY,27,2.33,62.91,,-2.3440
11134,GSAT,SELL,137,1.50,205.50,5.04,2.8832
11197,SKLZ,BUY,3,20.67,62.01,,-2.1947
11276,SKLZ,BUY,3,20.66,61.98,,-2.1589
11281,RIBT,SELL,167,1.20,200.40,6.67,2.1210
11304,NSPR,BUY,14,4.55,63.70,,-4.3589
11305,NSPR,BUY,14,4.52,63.28,,-4.2258
11306,NSPR,BUY,14,4.45,62.30,,-4.0767
11307,NSPR,BUY,14,4.37,61.18,,-3.6872
11308,NSPR,BUY,14,4.35,60.90,,-2.9084
11309,NSPR,BUY,14,4.33,60.62,,-2.5047
11310,NSPR,BUY,14,4.32,60.48,,-2.1661
11343,NSPR,BUY,14,4.31,60.34,,-4.3551
11344,NSPR,BUY,14,4.25,59.50,,-3.3470
11374,PLTR,BUY,2,24.22,48.44,,-2.1210
11395,NSPR,SELL,141,4.60,648.60,32.25,2.6250
11515,NSPR,BUY,13,4.91,63.83,,-3.2867
11521,NSPR,BUY,13,4.91,63.83,,-2.5353
11692,NSPR,BUY,13,4.68,60.84,,-2.9575
11695,NSPR,BUY,13,4.65,60.45,,-2.6001
11696,NSPR,BUY,13,4.64,60.32,,-2.2484
11741,CCIV,BUY,2,24.93,49.86,,-2.4736
11742,CCIV,BUY,2,24.92,49.84,,-2.7674
11743,CCIV,BUY,2,24.92,49.84,,-2.2461
11744,CCIV,BUY,2,24.91,49.82,,-2.4411
11745,CCIV,BUY,2,24.90,49.80,,-2.4998
11755,NSPR,SELL,65,4.94,321.10,11.83,3.2319
11766,GSAT,BUY,42,1.48,62.16,,-2.6294
11806,CCIV,BUY,2,24.90,49.80,,-2.0009
11807,CCIV,BUY,2,24.89,49.78,,-2.1157
11808,CCIV,BUY,2,24.88,49.76,,-2.1517
11822,ZOM,BUY,49,1.24,60.76,,-2.5236
11823,ZOM,BUY,48,1.24,59.52,,-2.1106
11948,SKLZ,SELL,18,20.74,373.32,1.11,2.6917
11974,NSPR,BUY,13,4.70,61.10,,-2.2132
12016,CCIV,BUY,2,24.99,49.98,,-2.3805
12018,CCIV,BUY,2,24.99,49.98,,-3.0000
12019,CCIV,BUY,2,24.99,49.98,,-2.3805
12020,CCIV,BUY,2,24.99,49.98,,-2.0000
12043,CCIV,BUY,2,24.98,49.96,,-2.7440
12044,CCIV,BUY,2,24.98,49.96,,-2.2361
12052,BCTX,BUY,17,3.44,58.48,,-2.0000
12086,GSAT,BUY,40,1.48,59.20,,-2.0095
12105,CCIV,BUY,2,24.97,49.94,,-2.0175
12137,CCIV,BUY,2,24.95,49.90,,-2.6197
12138,CCIV,BUY,2,24.93,49.86,,-3.1114
12147,CCIV,BUY,2,24.93,49.86,,-2.4434
12278,BCTX,SELL,17,3.46,58.82,0.34,2.5236
12306,CCIV,BUY,2,24.90,49.80,,-2.4783
12307,CCIV,BUY,2,24.90,49.80,,-2.0725
12377,NSPR,BUY,11,4.74,52.14,,-3.3135
12378,NSPR,BUY,11,4.72,51.92,,-2.7455
12379,NSPR,BUY,11,4.68,51.48,,-2.5884
12380,NSPR,BUY,11,4.66,51.26,,-2.3021
12381,NSPR,BUY,11,4.65,51.15,,-2.0317
12382,NSPR,BUY,11,4.56,50.16,,-2.3587
12472,GSAT,SELL,82,1.50,123.00,1.64,2.7340
12495,NSPR,SELL,79,4.85,383.15,13.94,2.5180
12496,FNGU,BUY,1,33.71,33.71,,-2.6846
12557,RIBT,BUY,48,1.19,57.12,,-3.3710
12558,RIBT,BUY,48,1.19,57.12,,-2.6186
12564,FNGU,BUY,1,33.71,33.71,,-2.2569
12582,RIBT,BUY,48,1.18,56.64,,-2.7591
12646,RIBT,BUY,47,1.18,55.46,,-2.2549
12742,ZOM,SELL,97,1.26,122.22,1.94,2.3349
12876,GSAT,BUY,38,1.49,56.62,,-4.3589
12877,GSAT,BUY,37,1.49,55.13,,-3.0000
12896,GSAT,BUY,37,1.48,54.76,,-3.5301
12897,GSAT,BUY,37,1.48,54.76,,-2.6550
12932,AMC,BUY,4,11.88,47.52,,-2.5236
12933,AMC,BUY,4,11.88,47.52,,-2.1060
12951,SENS,SELL,105,2.40,252.00,6.33,2.8368
12986,GSAT,BUY,37,1.48,54.76,,-2.1773
12991,NSPR,BUY,12,4.51,54.12,,-2.2786
